"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"181","Aquí la gente sabe que con los impuestos más bajos del país invertimos en obras y servicios 85 dólares de cada 100… https://t.co/I8OxUsnE45",FALSE,110,NA,2019-03-28 00:00:00,TRUE,NA,"1111055299971031040",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","jaimenebotsaadi",41,FALSE,FALSE,NA,NA
"182","Posorja ya tiene agua potable en todos sus sectores. 
Asimismo, en Puná ya se está instalando una planta de agua po… https://t.co/n8bukzmd3W",FALSE,85,NA,2019-03-27 23:55:00,TRUE,NA,"1111054040220106752",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","jaimenebotsaadi",38,FALSE,FALSE,NA,NA
"183","Carlos Luis Morales, como Prefecto del Guayas iniciará muy pronto la licitación para hacer el dragado del Guayas y… https://t.co/lgF9kQPh9H",FALSE,151,NA,2019-03-27 23:50:00,TRUE,NA,"1111052782394658817",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","jaimenebotsaadi",62,FALSE,FALSE,NA,NA
"184","En 58 días derrocamos el muro submarino, denominado “Los Goles”.  Esto significa crecimiento económico, divisas, em… https://t.co/iMC3dhMSZp",FALSE,127,NA,2019-03-27 23:45:00,TRUE,NA,"1111051524271235074",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","jaimenebotsaadi",58,FALSE,FALSE,NA,NA
"185","El pueblo ha constituido a La 6 y Aliados en la primera fuerza política del Ecuador https://t.co/9pAhKpRJod",FALSE,221,NA,2019-03-27 23:35:00,FALSE,NA,"1111049007197908992",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","jaimenebotsaadi",81,FALSE,FALSE,NA,NA
"186","Este no es solo un triunfo de La 6/PSC y Aliados. Es un triunfo de quienes en el Ecuador tienen una sola ideología,… https://t.co/seER8xsEGR",FALSE,152,NA,2019-03-27 23:28:23,TRUE,NA,"1111047342650740737",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jaimenebotsaadi",57,FALSE,FALSE,NA,NA
"187","Información sobre la votación de La 6 (PSC) y Aliados para Alcaldes (al momento) y Prefectos en el Ecuador. https://t.co/8kaP6JKDsM",FALSE,535,NA,2019-03-27 22:33:50,FALSE,NA,"1111033616514072576",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jaimenebotsaadi",225,FALSE,FALSE,NA,NA
"188","Buenos días, a las 07h30 los espero para el enlace radial de esta semana. https://t.co/LgF8Ie03KU",FALSE,106,NA,2019-03-27 12:00:01,FALSE,NA,"1110874108022030338",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","jaimenebotsaadi",16,FALSE,FALSE,NA,NA
"189","Buenas noches, mañana a las 07h30 los espero para el enlace radial de esta semana. https://t.co/g8tUiipYuN",FALSE,123,NA,2019-03-27 00:43:40,FALSE,NA,"1110703898900205568",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jaimenebotsaadi",32,FALSE,FALSE,NA,NA
"190","En cuánto a un posible fraude, eso solo lo dicen los malos perdedores. “La lógica” del que quién tiene votos hace f… https://t.co/fLcm3f0ZXi",FALSE,81,NA,2019-03-26 21:25:00,TRUE,NA,"1110653903979380738",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","jaimenebotsaadi",25,FALSE,FALSE,NA,NA
"191","Yo jamás aceptaré ser candidato a Presidente de la República si no me convenzo a mí mismo de que puedo ser mejor Pr… https://t.co/A1ylnv6eaB",FALSE,1180,NA,2019-03-26 21:20:00,TRUE,NA,"1110652645755244550",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","jaimenebotsaadi",374,FALSE,FALSE,NA,NA
"192","Correa es un político todavía importante en el país, aunque disminuido respecto a sus votaciones anteriores. https://t.co/EQAb68Eals",FALSE,53,NA,2019-03-26 21:15:00,FALSE,NA,"1110651387648638976",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","jaimenebotsaadi",16,FALSE,FALSE,NA,NA
"193","Hay tres logros a nivel nacional: 8 prefectos; 50 alcaldes y haber obtenido el primer lugar en la suma total de vot… https://t.co/qgZcPttJht",FALSE,466,NA,2019-03-26 21:05:49,TRUE,NA,"1110649078290046977",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jaimenebotsaadi",152,FALSE,FALSE,NA,NA
"194","El triunfo no es del PSC y aliados sino de un pueblo que privilegia la prosperidad. https://t.co/x9yhyhkydt",FALSE,187,NA,2019-03-26 21:01:47,FALSE,NA,"1110648062836424705",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jaimenebotsaadi",63,FALSE,FALSE,NA,NA
"195","Este CPCCS está integrado en forma disímil. Ojalá sus miembros comprendan que su rol debe adaptarse a conceptos dem… https://t.co/Zi2csaY0Jg",FALSE,79,NA,2019-03-26 17:30:53,TRUE,NA,"1110594985827725312",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jaimenebotsaadi",26,FALSE,FALSE,NA,NA
"196","Votar nulo es dejar que el otro elija lo que uno no quiere. Por eso, la mayoría del pueblo, no votó nulo; escogió e… https://t.co/StRkGuTutn",FALSE,134,NA,2019-03-26 17:19:09,TRUE,NA,"1110592036007219200",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jaimenebotsaadi",40,FALSE,FALSE,NA,NA
"197","En Vivo https://t.co/eG0QdNztnc",FALSE,295,NA,2019-03-26 12:04:31,FALSE,NA,"1110512854208118785",NA,"<a href=""https://periscope.tv"" rel=""nofollow"">Periscope</a>","jaimenebotsaadi",106,FALSE,FALSE,NA,NA
"198","Buenos días, hoy estaré a las 07h00 en #ContactoDirecto por @ecuavisa. Los espero. https://t.co/jGPkBz4YmJ",FALSE,63,NA,2019-03-26 11:30:00,FALSE,NA,"1110504167800487937",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","jaimenebotsaadi",14,FALSE,FALSE,NA,NA
"199","Buenas noches, mañana estaré en @ecuavisa a las 7h00 en #ContactoDirecto. Los espero. https://t.co/Se3yY85UHP",FALSE,297,NA,2019-03-26 03:03:38,FALSE,NA,"1110376735718158336",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","jaimenebotsaadi",64,FALSE,FALSE,NA,NA
"200","Gracias Ecuador <U+0001F1EA><U+0001F1E8> https://t.co/mj71TAWpoZ",FALSE,2045,NA,2019-03-25 15:39:03,FALSE,NA,"1110204457764163585",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jaimenebotsaadi",660,FALSE,FALSE,NA,NA
"201","El Dragado de “Los Goles” y del canal de acceso a los puertos de Guayaquil: desaparece el mito de la imposibilidad… https://t.co/q7Ztr4wlv9",FALSE,681,NA,2019-03-24 12:50:25,TRUE,NA,"1109799631867785217",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jaimenebotsaadi",279,FALSE,FALSE,NA,NA
"202","En mi modesto criterio, más allá de las cualidades de las personas, Quito necesita alguien que rompa el modelo perv… https://t.co/OyCFJKwYer",FALSE,302,NA,2019-03-22 22:53:56,TRUE,NA,"1109226735818731521",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jaimenebotsaadi",93,FALSE,FALSE,NA,NA
"203","Ustedes, el pueblo, ya lo decidieron. La prosperidad continuará con @CynthiaViteri6 y @CLMoralesB.
¡GRACIAS por per… https://t.co/1D9xQiBoUk",FALSE,808,NA,2019-03-22 19:46:51,TRUE,NA,"1109179654706024448",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jaimenebotsaadi",235,FALSE,FALSE,NA,NA
"204","El Progreso de #Guayaquil continuará con @CynthiaViteri6 

#SigueGuayaquilSigue https://t.co/GYVPqGdDi4",FALSE,617,NA,2019-03-22 01:33:24,FALSE,NA,"1108904479208947713",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jaimenebotsaadi",227,FALSE,FALSE,NA,NA
"205","Agua potable suficiente, permanente y más barata en Posorja. ¡Otro compromiso cumplido! https://t.co/WErOnmTbDd",FALSE,222,NA,2019-03-21 19:33:11,FALSE,NA,"1108813824264757248",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jaimenebotsaadi",75,FALSE,FALSE,NA,NA
"206","Letamendi, Urdaneta, García Moreno y más Parroquias Centrales de fiesta, porque saben que Guayaquil ya decidió cont… https://t.co/bRzXqavulx",FALSE,256,NA,2019-03-21 16:53:59,TRUE,NA,"1108773760830787585",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jaimenebotsaadi",83,FALSE,FALSE,NA,NA
"207","Inicio de trabajos para la recuperación de Las Esclusas https://t.co/nsBBvd8HGX",FALSE,72,NA,2019-03-21 16:22:23,FALSE,NA,"1108765807427940352",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","jaimenebotsaadi",29,FALSE,FALSE,NA,NA
"208","Daule multitudinariamente decidido a que su prosperidad continúe y aumente. https://t.co/hxfrC11iQ3",FALSE,220,NA,2019-03-21 13:56:20,FALSE,NA,"1108729053249458180",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jaimenebotsaadi",72,FALSE,FALSE,NA,NA
"209","La Troncal (Cañar) una apuesta multitudinaria a favor del Cambio Positivo y la prosperidad. https://t.co/1kNPOBEneq",FALSE,220,NA,2019-03-21 00:17:47,FALSE,NA,"1108523061484183558",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jaimenebotsaadi",72,FALSE,FALSE,NA,NA
"210","Es importante repetir que ni el Municipio, ni el Gobierno, ni los ecuatorianos, ni los guayaquileños pagaremos un c… https://t.co/aroXZraaHA",FALSE,79,NA,2019-03-20 23:21:46,TRUE,NA,"1108508963992162306",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jaimenebotsaadi",33,FALSE,FALSE,NA,NA
"211","Este sábado se elimina el obstáculo en el fondo del mar que impedía la entrada de grandes buques al canal de acceso… https://t.co/GrryCWMRJs",FALSE,81,NA,2019-03-20 22:37:26,TRUE,NA,"1108497807764279299",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jaimenebotsaadi",30,FALSE,FALSE,NA,NA
"212","Como lo habíamos prometido hoy empieza a funcionar la planta de agua potable de Posorja. https://t.co/7nms16JZKm",FALSE,59,NA,2019-03-20 21:34:24,FALSE,NA,"1108481941370822658",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jaimenebotsaadi",22,FALSE,FALSE,NA,NA
"213","Muchos tenemos la impresión, de que quienes van a perder intentan desprestigiar el proceso electoral, como estrateg… https://t.co/cGB2L4OQmM",FALSE,77,NA,2019-03-20 21:25:32,TRUE,NA,"1108479711238332419",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jaimenebotsaadi",35,FALSE,FALSE,NA,NA
"214","Compartiré activamente mis experiencias positivas aplicadas en Guayaquil, con todos los alcaldes y prefectos que qu… https://t.co/FNAyBzBCvo",FALSE,131,NA,2019-03-20 21:08:11,TRUE,NA,"1108475345794150400",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jaimenebotsaadi",60,FALSE,FALSE,NA,NA
"215","Inauguramos un nuevo y amplio muelle. Iniciamos pronto la Marina Deportiva Municipal y luego otro muelle. Estamos c… https://t.co/3TsYa3n7zM",FALSE,38,NA,2019-02-27 22:40:18,TRUE,NA,"1100888382773837824",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","jaimenebotsaadi",13,FALSE,FALSE,NA,NA
"216","Ayer completamos la entrega de implementos y uniformes a 10.000 niños de nuestras escuelas de fútbol gratuitas. El… https://t.co/I3hA0Jzflp",FALSE,58,NA,2019-02-27 22:31:00,TRUE,NA,"1100886041412681729",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","jaimenebotsaadi",14,FALSE,FALSE,NA,NA
"217","Ya empezamos en los Guasmos la entrega de 15.000 tablets, a igual número de hogares, para incorporarlos al mundo de… https://t.co/8dXgeTSGPn",FALSE,50,NA,2019-02-27 22:21:00,TRUE,NA,"1100883524305874944",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","jaimenebotsaadi",22,FALSE,FALSE,NA,NA
"218","A quienes viven en Socio Vivienda les hemos encontrado una solución para el problema del agua, aunque esta correspo… https://t.co/wuqSdOTxIl",FALSE,27,NA,2019-02-27 22:16:00,TRUE,NA,"1100882265960148992",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","jaimenebotsaadi",10,FALSE,FALSE,NA,NA
"219","¡El día 20 de marzo habrá agua potable en las tuberías de Posorja, en beneficio de sus habitantes! https://t.co/Pp3lhueg5G",FALSE,31,NA,2019-02-27 22:11:07,FALSE,NA,"1100881037335375878",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","jaimenebotsaadi",7,FALSE,FALSE,NA,NA
"220","Manabí, gracias por permitirme contribuir a su prosperidad.
Hasta la vuelta... https://t.co/2B91omMUiw",FALSE,433,NA,2019-02-27 20:34:01,FALSE,NA,"1100856602175946752",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jaimenebotsaadi",147,FALSE,FALSE,NA,NA
"221","Buenos días, a las 07h30 los espero para el enlace radial de esta semana. https://t.co/huYeYmHhCi",FALSE,62,NA,2019-02-27 12:00:01,FALSE,NA,"1100727249538437120",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","jaimenebotsaadi",17,FALSE,FALSE,NA,NA
"222","10.000 niños en escuelas municipales de fútbol, gratuitas, reciben uniformes e implementos deportivos. https://t.co/FfNQrdPBrC",FALSE,149,NA,2019-02-27 02:38:29,FALSE,NA,"1100585936084185088",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jaimenebotsaadi",48,FALSE,FALSE,NA,NA
"223","Estoy seguro que el éxito de una ciudad no es posible sin el trabajo conjunto de los ciudadanos, de los empresarios… https://t.co/TfDxjC1Iph",FALSE,128,"jaimenebotsaadi",2019-02-27 01:32:06,TRUE,"1100569228132917248","1100569231085748224","24776620","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jaimenebotsaadi",28,FALSE,FALSE,NA,NA
"224","Hoy presidí el evento de reconocimiento a los empresarios que han aportado a la construcción de una ciudad más sost… https://t.co/efAsIpMQZi",FALSE,158,NA,2019-02-27 01:32:06,TRUE,NA,"1100569228132917248",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jaimenebotsaadi",49,FALSE,FALSE,NA,NA
"225","Buenas noches, mañana a las 7h30 los espero para el enlace radial de esta semana. https://t.co/UsPmiot5Uh",FALSE,53,NA,2019-02-27 01:00:00,FALSE,NA,"1100561150092197893",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","jaimenebotsaadi",16,FALSE,FALSE,NA,NA
"226","Nuestros conciudadanos de los Guasmos decidieron multitudinariamente apoyar a quienes les garantizan su prosperidad. https://t.co/bPeoozeiFe",FALSE,164,NA,2019-02-27 00:31:30,FALSE,NA,"1100553980772536320",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jaimenebotsaadi",56,FALSE,FALSE,NA,NA
"227","Inauguramos nuevas obras en Posorja y Juan Gómez Rendón, nuestros ciudadanos ya cuentan con nueva Casa Comunal, est… https://t.co/IL0ELDHpTm",FALSE,123,NA,2019-02-25 17:29:31,TRUE,NA,"1100085393758867456",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jaimenebotsaadi",38,FALSE,FALSE,NA,NA
"228","Portoviejo decidió, multitudinariamente, acelerar el camino de la eficiencia y la solidaridad para aumentar su pros… https://t.co/JsouSs4RfL",FALSE,504,NA,2019-02-24 19:43:08,TRUE,NA,"1099756631854858240",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jaimenebotsaadi",188,FALSE,FALSE,NA,NA
"229","El anhelo de Flavio Alfaro: crédito, justa comercialización y precios de sustentación al agricultor e incorporación… https://t.co/VUoRgtIanA",FALSE,401,NA,2019-02-23 19:26:51,TRUE,NA,"1099390147639107585",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jaimenebotsaadi",129,FALSE,FALSE,NA,NA
"230","Desde Guayaquil, unimos fuerzas.  #SonríeVenezuela https://t.co/Ib3lmrX2Pm",FALSE,710,NA,2019-02-22 21:26:31,FALSE,NA,"1099057875190730752",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jaimenebotsaadi",306,FALSE,FALSE,NA,NA
"231","Chone, multitudinaria decisión: rojo por la ira por el abandono; blanco por la fe en superarlo y amarillo por la pr… https://t.co/mpOLl8CUN1",FALSE,438,NA,2019-02-22 21:09:26,TRUE,NA,"1099053573558714369",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jaimenebotsaadi",155,FALSE,FALSE,NA,NA
"232","Por no reportar, según informe, ninguna afectación, se ha procedido ya abrir los túneles Cerros Santa Ana, del Carmen y los de San Eduardo.",FALSE,344,NA,2019-02-22 12:45:56,FALSE,NA,"1098926866214342656",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jaimenebotsaadi",138,FALSE,FALSE,NA,NA
"233","También Terminales Terrestres, ya revisado, funcionan con normalidad.",FALSE,321,"jaimenebotsaadi",2019-02-22 11:35:30,FALSE,"1098908361104523265","1098909139055665157","24776620","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jaimenebotsaadi",94,FALSE,FALSE,NA,NA
"234","A mis conciudadanos. https://t.co/ElhRgetww4",FALSE,864,NA,2019-02-22 11:32:24,FALSE,NA,"1098908361104523265",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jaimenebotsaadi",357,FALSE,FALSE,NA,NA
"235","Hoy inauguramos el nuevo gran muelle en el Río Guayas, Guayaquil vuelve al río. Próximamente “Marina Deportiva” y n… https://t.co/5JmguxuyaQ",FALSE,393,NA,2019-02-21 02:50:59,TRUE,NA,"1098414752005541888",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jaimenebotsaadi",135,FALSE,FALSE,NA,NA
"236","Inaugurando Planta de Tratamiento de Aguas Servidas para la totalidad de habitantes de Chongón. https://t.co/Zc4CRPF3li",FALSE,231,NA,2019-02-21 02:08:59,FALSE,NA,"1098404183181574149",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jaimenebotsaadi",75,FALSE,FALSE,NA,NA
"237","En una verdadera democracia, la justicia debe tener absoluta independencia y responder a los preceptos básicos y fu… https://t.co/ilNpgI4W94",FALSE,100,NA,2019-02-20 23:58:15,TRUE,NA,"1098371283241390086",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","jaimenebotsaadi",38,FALSE,FALSE,NA,NA
"238","Celebro a todos los abogados, en este día que busca destacar la importante labor que ejercen en beneficio de la jus… https://t.co/rjIjNwWx0E",FALSE,114,NA,2019-02-20 20:02:14,TRUE,NA,"1098311889623412741",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jaimenebotsaadi",32,FALSE,FALSE,NA,NA
"239","Bucay, El Triunfo, Naranjito y Marcelino Maridueña se suman a la lucha contra la inseguridad; a la exigencia de cré… https://t.co/B5X68rVBzi",FALSE,203,NA,2019-02-20 19:30:47,TRUE,NA,"1098303975068180481",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jaimenebotsaadi",70,FALSE,FALSE,NA,NA
"240","Buenos días, a las 07h30 los espero para el enlace radial de esta semana. https://t.co/Kk7HzmislX",FALSE,54,NA,2019-02-20 12:00:01,FALSE,NA,"1098190533506334720",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","jaimenebotsaadi",13,FALSE,FALSE,NA,NA
"241","Inauguramos en Chongón un Parque Modelo, amplio y equipado, con respectivas canchas sintéticas. Así mismo la estruc… https://t.co/nV16n9xH9m",FALSE,210,NA,2019-02-20 02:44:56,TRUE,NA,"1098050843381764096",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jaimenebotsaadi",74,FALSE,FALSE,NA,NA
"242","Buenas noches, mañana a las 7h30 los espero para el enlace radial de esta semana. https://t.co/y61sB1bpxG",FALSE,72,NA,2019-02-20 01:00:00,FALSE,NA,"1098024436559572992",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","jaimenebotsaadi",21,FALSE,FALSE,NA,NA
"243","Quinindé decidió luchar por la prosperidad. https://t.co/8llc1Ysui7",FALSE,368,NA,2019-02-19 23:30:41,FALSE,NA,"1098001959536246785",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jaimenebotsaadi",128,FALSE,FALSE,NA,NA
"244","Más prosperidad… Más nuevos sueños hechos realidad. Esa es la irreversible decisión popular. https://t.co/oYuEn5N1py",FALSE,274,NA,2019-02-19 02:57:46,FALSE,NA,"1097691684052307968",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jaimenebotsaadi",85,FALSE,FALSE,NA,NA
"245","En Los Ríos, música, alegría y enorme afecto en las caravanas de Buena Fe, Quevedo, Valencia y Ventanas. También ti… https://t.co/GwDry8VW2b",FALSE,498,NA,2019-02-17 18:54:58,TRUE,NA,"1097207795731099649",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jaimenebotsaadi",160,FALSE,FALSE,NA,NA
"246","Santo Domingo de los Tsáchilas, de pie y multitudinariamente, exige Prefecto y Alcaldes que demanden seguridad y tr… https://t.co/egsbcTxai6",FALSE,584,NA,2019-02-16 14:19:31,TRUE,NA,"1096776090574557184",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jaimenebotsaadi",226,FALSE,FALSE,NA,NA
"247","Esmeraldas se volcó a las calles a engrosar la marcha indetenible en busca de la prosperidad. https://t.co/mrDe8Em9K0",FALSE,794,NA,2019-02-15 13:49:32,FALSE,NA,"1096406157143486464",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jaimenebotsaadi",251,FALSE,FALSE,NA,NA
"248","Los Vergeles en la onda de la prosperidad permanente. https://t.co/pMewkO0mMD",FALSE,255,NA,2019-02-14 02:09:39,FALSE,NA,"1095867638759211008",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jaimenebotsaadi",73,FALSE,FALSE,NA,NA
"249","Financiado y/o contratado lo que falta de alcantarillado sanitario y tratamiento de aguas negras en la Perimetral h… https://t.co/xeMPBae1MU",FALSE,91,NA,2019-02-13 15:59:53,TRUE,NA,"1095714184342441984",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jaimenebotsaadi",37,FALSE,FALSE,NA,NA
"250","Buenos días, a las 07h30 los espero para el enlace radial de esta semana. https://t.co/vYlsLK5HsQ",FALSE,73,NA,2019-02-13 12:00:00,FALSE,NA,"1095653815762731008",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","jaimenebotsaadi",18,FALSE,FALSE,NA,NA
"251","En la parroquia Febres-Cordero el pueblo camina hacia su triunfo. https://t.co/QSUgCDIGAC",FALSE,250,NA,2019-02-13 01:38:51,FALSE,NA,"1095497498129510400",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jaimenebotsaadi",89,FALSE,FALSE,NA,NA
"252","Buenas noches, mañana a las 7h30 los espero para el enlace radial de esta semana. https://t.co/BP9n4z1M3t",FALSE,67,NA,2019-02-13 01:00:00,FALSE,NA,"1095487719956832259",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","jaimenebotsaadi",19,FALSE,FALSE,NA,NA
"253","Acompañando a quienes como Alcaldes y Prefecto harán progresar a Nobol, Lomas de Sargentillo, Isidro Ayora, Pedro C… https://t.co/9yV9Za3cpi",FALSE,336,NA,2019-02-12 01:38:07,TRUE,NA,"1095134925886554112",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jaimenebotsaadi",95,FALSE,FALSE,NA,NA
"254","El noreste de la ciudad contará con el 100% de cobertura de alcantarillado sanitario, gracias a un crédito otorgado… https://t.co/YS5CJ0ueW6",FALSE,234,NA,2019-02-11 19:37:07,TRUE,NA,"1095044078104915969",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jaimenebotsaadi",80,FALSE,FALSE,NA,NA
"255","Multitudinariamente Cañar se suma a la exigencia de Prosperidad. https://t.co/EE05CExgP3",FALSE,1154,NA,2019-02-10 16:39:45,FALSE,NA,"1094637051780186114",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jaimenebotsaadi",370,FALSE,FALSE,NA,NA
"256","Los lojanos tambien le apuntan a la prosperidad en Libertad. https://t.co/LzUhv8r2an",FALSE,489,NA,2019-02-08 16:03:59,FALSE,NA,"1093903276783878145",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jaimenebotsaadi",178,FALSE,FALSE,NA,NA
"257","Entregamos 2.000 becas gratuitas para aprobar el programa “Ser Bachiller” y entrar a la universidad. Próximamente 4… https://t.co/p73Hw88WyV",FALSE,220,NA,2019-02-07 02:18:58,TRUE,NA,"1093333264780034048",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jaimenebotsaadi",72,FALSE,FALSE,NA,NA
"258","Es nacional la exigencia de que se adopte mano dura, dentro de la ley por supuesto, contra la delincuencia.
La segu… https://t.co/AoZesbUnKS",FALSE,112,NA,2019-02-06 21:40:12,TRUE,NA,"1093263113523265554",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jaimenebotsaadi",71,FALSE,FALSE,NA,NA
"259","En pleno periodo de crisis, no se deben subir, cobrar más intereses a los usuarios de las tarjetas de crédito. https://t.co/NJwDOxnwZV",FALSE,793,NA,2019-02-06 21:35:44,FALSE,NA,"1093261989537873924",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jaimenebotsaadi",467,FALSE,FALSE,NA,NA
